type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2022-12-09 13:14:09,40.92734000,-8.59703167,1.50,85.200,,27.128,98,22,43,,
T,2022-12-09 13:14:10,40.92730333,-8.59671333,1.50,85.400,,27.152,99,22,43,,
T,2022-12-09 13:14:11,40.92726833,-8.59639333,1.50,86.000,,27.240,98,22,43,,
T,2022-12-09 13:14:12,40.92723667,-8.59606833,1.60,85.900,,27.208,98,20,43,,
T,2022-12-09 13:14:13,40.92720667,-8.59574500,1.60,85.600,,27.804,97,22,43,,
T,2022-12-09 13:14:14,40.92717833,-8.59541667,1.60,85.300,,28.048,96,22,43,,
T,2022-12-09 13:14:15,40.92715000,-8.59508333,1.60,85.000,,28.222,95,22,43,,
T,2022-12-09 13:14:16,40.92712500,-8.59474500,1.60,84.500,,28.672,95,23,43,,
T,2022-12-09 13:14:17,40.92710333,-8.59440667,1.60,84.300,,29.019,95,24,44,,
T,2022-12-09 13:14:18,40.92708167,-8.59406333,1.60,83.700,,29.340,95,24,44,,
T,2022-12-09 13:14:19,40.92705833,-8.59371500,1.50,82.900,,29.864,95,24,44,,
T,2022-12-09 13:14:20,40.92703500,-8.59336000,1.60,82.200,,30.048,95,24,44,,
T,2022-12-09 13:14:21,40.92701333,-8.59300333,1.60,81.200,,30.311,95,24,44,,
T,2022-12-09 13:14:22,40.92699333,-8.59264000,1.60,80.200,,30.988,94,24,44,,
T,2022-12-09 13:14:23,40.92697167,-8.59227500,1.60,79.200,,30.955,94,23,44,,
T,2022-12-09 13:14:24,40.92695167,-8.59191333,1.60,77.900,,30.611,94,23,44,,
T,2022-12-09 13:14:25,40.92693167,-8.59155667,1.60,77.200,,30.234,95,22,44,,
T,2022-12-09 13:14:26,40.92690833,-8.59120000,1.60,76.800,,29.686,94,22,44,,
T,2022-12-09 13:14:27,40.92688333,-8.59084833,1.60,76.800,,29.467,95,22,44,,
T,2022-12-09 13:14:28,40.92686000,-8.59049833,1.50,77.300,,29.336,95,22,44,,
T,2022-12-09 13:14:29,40.92683667,-8.59015167,1.50,77.900,,29.095,95,22,44,,
T,2022-12-09 13:14:30,40.92681500,-8.58980500,1.50,78.600,,29.126,95,25,43,,
T,2022-12-09 13:14:31,40.92679500,-8.58945833,1.50,79.500,,29.155,95,25,43,,
T,2022-12-09 13:14:32,40.92677667,-8.58911167,1.50,80.700,,29.190,95,26,43,,
T,2022-12-09 13:14:33,40.92675833,-8.58876667,1.50,81.900,,28.888,94,26,43,,
T,2022-12-09 13:14:34,40.92673833,-8.58842833,1.50,83.400,,28.413,95,25,43,,
T,2022-12-09 13:14:35,40.92671667,-8.58809333,1.50,84.700,,28.434,95,24,43,,
T,2022-12-09 13:14:36,40.92669667,-8.58776000,1.50,85.900,,27.622,95,24,43,,
T,2022-12-09 13:14:37,40.92667500,-8.58743333,1.50,87.200,,27.163,95,23,43,,
T,2022-12-09 13:14:38,40.92665500,-8.58711000,1.50,88.800,,26.931,95,23,43,,
T,2022-12-09 13:14:39,40.92663500,-8.58679000,1.50,89.900,,27.167,95,23,43,,
T,2022-12-09 13:14:40,40.92661500,-8.58646500,1.60,91.400,,27.492,95,23,43,,
T,2022-12-09 13:14:41,40.92659500,-8.58613667,1.60,92.900,,27.527,95,23,43,,
T,2022-12-09 13:14:42,40.92657000,-8.58580833,1.60,94.400,,27.846,97,20,43,,
T,2022-12-09 13:14:43,40.92654000,-8.58548167,1.70,95.900,,27.781,98,20,43,,
T,2022-12-09 13:14:44,40.92649667,-8.58515667,1.70,97.100,,28.077,101,20,43,,
T,2022-12-09 13:14:45,40.92644000,-8.58483333,1.70,98.300,,28.104,104,19,43,,
T,2022-12-09 13:14:46,40.92636333,-8.58451000,1.80,99.400,,28.189,109,19,43,,
T,2022-12-09 13:14:47,40.92626833,-8.58418500,1.80,100.700,,29.249,111,19,43,,
T,2022-12-09 13:14:48,40.92616000,-8.58386333,1.80,101.400,,29.639,115,19,43,,
T,2022-12-09 13:14:49,40.92603333,-8.58354333,1.80,102.600,,30.341,118,19,43,,
T,2022-12-09 13:14:50,40.92589167,-8.58322500,1.80,103.500,,30.572,120,22,43,,
T,2022-12-09 13:14:51,40.92574333,-8.58291500,1.70,104.500,,30.576,121,22,43,,
T,2022-12-09 13:14:52,40.92559167,-8.58261333,1.60,104.700,,30.912,122,23,43,,
T,2022-12-09 13:14:53,40.92544500,-8.58231167,1.60,104.700,,30.939,122,23,43,,
T,2022-12-09 13:14:54,40.92530167,-8.58201333,1.60,104.700,,29.349,122,23,43,,
T,2022-12-09 13:14:55,40.92516167,-8.58172000,1.60,105.100,,28.929,122,24,43,,
T,2022-12-09 13:14:56,40.92502167,-8.58143167,1.60,105.300,,28.741,122,24,43,,
T,2022-12-09 13:14:57,40.92488167,-8.58114833,1.60,105.500,,28.568,122,23,43,,
T,2022-12-09 13:14:58,40.92474333,-8.58086167,1.50,105.700,,28.081,122,24,43,,
T,2022-12-09 13:14:59,40.92461000,-8.58058000,1.50,106.100,,27.939,122,24,43,,
T,2022-12-09 13:15:00,40.92447667,-8.58029667,1.50,106.800,,28.030,122,26,43,,
T,2022-12-09 13:15:01,40.92434333,-8.58001333,1.50,107.100,,28.367,120,26,43,,
T,2022-12-09 13:15:02,40.92421333,-8.57972000,1.60,107.400,,28.653,118,26,43,,
T,2022-12-09 13:15:03,40.92410000,-8.57941833,1.60,107.800,,28.643,115,24,43,,
T,2022-12-09 13:15:04,40.92399167,-8.57910167,1.60,108.300,,29.540,113,24,43,,
T,2022-12-09 13:15:05,40.92390000,-8.57877000,1.70,108.900,,29.845,109,23,43,,
T,2022-12-09 13:15:06,40.92382000,-8.57842500,1.70,109.400,,30.061,106,23,43,,
T,2022-12-09 13:15:07,40.92376000,-8.57807333,1.70,109.600,,29.867,102,23,43,,
T,2022-12-09 13:15:08,40.92372333,-8.57772500,1.70,110.100,,29.657,98,26,43,,
T,2022-12-09 13:15:09,40.92370667,-8.57737500,1.70,110.700,,29.987,93,26,43,,
T,2022-12-09 13:15:10,40.92370333,-8.57703167,1.70,111.800,,29.821,90,25,43,,
T,2022-12-09 13:15:11,40.92371833,-8.57669667,1.60,112.500,,27.930,86,25,43,,
T,2022-12-09 13:15:12,40.92375333,-8.57636500,1.60,113.600,,27.683,82,24,43,,
T,2022-12-09 13:15:13,40.92380000,-8.57604000,1.60,114.600,,27.523,79,24,43,,
T,2022-12-09 13:15:14,40.92385833,-8.57571833,1.50,115.900,,27.507,76,24,43,,
T,2022-12-09 13:15:15,40.92392667,-8.57540333,1.50,117.300,,27.135,74,24,43,,
T,2022-12-09 13:15:16,40.92400000,-8.57509167,1.50,118.900,,27.382,73,24,43,,
T,2022-12-09 13:15:17,40.92407333,-8.57478000,1.50,119.800,,27.562,73,23,43,,
T,2022-12-09 13:15:18,40.92414667,-8.57446333,1.50,121.200,,27.699,74,25,43,,
T,2022-12-09 13:15:19,40.92421667,-8.57414667,1.50,122.500,,27.583,74,25,43,,
T,2022-12-09 13:15:20,40.92429000,-8.57382833,1.50,123.800,,28.132,74,25,43,,
T,2022-12-09 13:15:21,40.92436167,-8.57350667,1.50,124.900,,28.305,74,26,43,,
T,2022-12-09 13:15:22,40.92443333,-8.57318167,1.50,125.900,,28.626,74,26,43,,
T,2022-12-09 13:15:23,40.92450000,-8.57285167,1.50,126.800,,28.889,76,26,43,,
T,2022-12-09 13:15:24,40.92456000,-8.57251833,1.50,127.300,,28.927,77,26,43,,
T,2022-12-09 13:15:25,40.92461333,-8.57218000,1.50,128.000,,29.089,80,26,43,,
T,2022-12-09 13:15:26,40.92465667,-8.57183833,1.50,128.800,,29.138,82,26,43,,
T,2022-12-09 13:15:27,40.92468667,-8.57149667,1.50,129.400,,29.189,84,26,43,,
T,2022-12-09 13:15:28,40.92470167,-8.57116000,1.60,129.900,,28.260,88,26,43,,
T,2022-12-09 13:15:29,40.92470333,-8.57083000,1.60,130.600,,28.650,90,26,43,,
T,2022-12-09 13:15:30,40.92470000,-8.57050833,1.60,131.400,,28.440,90,26,43,,
T,2022-12-09 13:15:31,40.92469167,-8.57019000,1.60,131.600,,26.619,91,26,43,,
T,2022-12-09 13:15:32,40.92468500,-8.56987833,1.60,132.300,,26.441,92,26,43,,
T,2022-12-09 13:15:33,40.92467333,-8.56956500,1.60,133.000,,26.421,93,26,43,,
T,2022-12-09 13:15:34,40.92466000,-8.56925167,1.60,133.300,,26.452,93,26,43,,
T,2022-12-09 13:15:35,40.92464833,-8.56893333,1.60,134.100,,26.010,92,26,43,,
T,2022-12-09 13:15:36,40.92464167,-8.56861333,1.60,134.800,,27.316,91,26,43,,
T,2022-12-09 13:15:37,40.92464167,-8.56829167,1.60,135.000,,27.137,89,25,43,,
T,2022-12-09 13:15:38,40.92465000,-8.56797167,1.60,134.500,,27.266,87,24,43,,
T,2022-12-09 13:15:39,40.92466833,-8.56765000,1.60,133.800,,27.890,85,24,43,,
T,2022-12-09 13:15:40,40.92470000,-8.56732833,1.50,133.200,,28.083,82,25,43,,
T,2022-12-09 13:15:41,40.92473667,-8.56699667,1.50,133.000,,28.591,81,26,43,,
T,2022-12-09 13:15:42,40.92478167,-8.56666667,1.50,132.400,,28.559,79,26,43,,
T,2022-12-09 13:15:43,40.92483667,-8.56633833,1.40,131.800,,28.354,78,24,43,,
T,2022-12-09 13:15:44,40.92489167,-8.56600833,1.40,131.200,,28.250,78,24,43,,
T,2022-12-09 13:15:45,40.92495000,-8.56568500,1.40,130.300,,27.284,76,25,43,,
T,2022-12-09 13:15:46,40.92501000,-8.56537500,1.40,129.800,,26.247,76,24,43,,
T,2022-12-09 13:15:47,40.92506667,-8.56507833,1.40,129.500,,25.113,76,24,43,,
T,2022-12-09 13:15:48,40.92512333,-8.56479000,1.40,129.700,,24.573,76,24,43,,
T,2022-12-09 13:15:49,40.92518000,-8.56451500,1.40,129.900,,23.440,76,24,43,,
T,2022-12-09 13:15:50,40.92523333,-8.56424833,1.40,130.200,,22.814,76,24,43,,
T,2022-12-09 13:15:51,40.92528667,-8.56399000,1.40,130.200,,22.135,76,25,43,,
T,2022-12-09 13:15:52,40.92533833,-8.56374167,1.40,130.000,,21.700,76,26,43,,
T,2022-12-09 13:15:53,40.92538667,-8.56349333,1.40,129.400,,21.695,76,26,43,,
T,2022-12-09 13:15:54,40.92543500,-8.56324667,1.40,128.600,,21.610,76,26,43,,
T,2022-12-09 13:15:55,40.92548167,-8.56300167,1.40,128.500,,20.947,76,26,43,,
T,2022-12-09 13:15:56,40.92552667,-8.56276500,1.40,128.300,,20.342,75,26,43,,
T,2022-12-09 13:15:57,40.92557667,-8.56253667,1.40,128.300,,19.925,73,25,43,,
T,2022-12-09 13:15:58,40.92562667,-8.56231333,1.50,128.500,,19.459,72,25,43,,
T,2022-12-09 13:15:59,40.92568167,-8.56209500,1.50,128.700,,19.044,73,25,43,,
T,2022-12-09 13:16:00,40.92572833,-8.56188167,1.40,129.200,,18.541,75,25,43,,
T,2022-12-09 13:16:01,40.92576833,-8.56167500,1.40,129.300,,17.410,76,24,43,,
T,2022-12-09 13:16:02,40.92580500,-8.56147500,1.50,129.200,,17.314,77,23,43,,
T,2022-12-09 13:16:03,40.92584000,-8.56127500,1.50,129.700,,17.333,78,23,43,,
T,2022-12-09 13:16:04,40.92587500,-8.56107500,1.50,130.500,,16.903,77,23,43,,
T,2022-12-09 13:16:05,40.92591000,-8.56088000,1.50,131.000,,16.875,76,23,43,,
T,2022-12-09 13:16:06,40.92594333,-8.56068500,1.50,131.400,,16.750,77,23,43,,
